SITEGRID_ID,STATION_ID,OBS_DATE,OBS_TIME,SAMPLE_DISTANCE,PROBE_DEPTH,SOIL_TEMP,TOTAL_IMPEDANCE,FIFE_DATA_CRTFCN_CODE,LAST_REVISION_DATE,source_file,cluster
2940-IPU,884,1987-08-21,1755,1780.0,3,,524.91,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1800,1830.0,3,,527.32,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1805,1930.0,3,,308.65,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1809,1980.0,3,,283.6,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1813,2030.0,3,,285.14,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1817,2072.0,3,,546.53,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1820,2114.0,3,,393.49,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1856,1880.0,3,,406.13,PRE,19-SEP-89,7233mult.sim,
3140-IPU,886,1987-08-21,1842,2164.0,3,,394.12,PRE,19-SEP-89,7233mult.sim,
3140-IPU,886,1987-08-21,1845,2114.0,3,,342.03,PRE,19-SEP-89,7233mult.sim,
3140-IPU,886,1987-08-21,1848,2064.0,3,,446.3,PRE,19-SEP-89,7233mult.sim,
3140-IPU,886,1987-08-21,1850,2014.0,3,,370.56,PRE,19-SEP-89,7233mult.sim,
3140-IPU,886,1987-08-21,1852,1964.0,3,,333.87,PRE,19-SEP-89,7233mult.sim,
2731-IPU,1,1987-10-06,1442,,10,13.7,383.32,PRE,08-DEC-88,7279mult.sim,1.0
2731-IPU,1,1987-10-06,1443,,5,12.3,516.25,PRE,08-DEC-88,7279mult.sim,0.0
2731-IPU,1,1987-10-06,1444,,5,11.8,434.28,PRE,08-DEC-88,7279mult.sim,0.0
2731-IPU,1,1987-10-06,1444,,10,13.0,329.33,PRE,08-DEC-88,7279mult.sim,1.0
4268-IPU,32,1987-10-06,1253,,10,14.6,350.83,PRE,08-DEC-88,7279mult.sim,1.0
4268-IPU,32,1987-10-06,1253,,5,12.6,426.51,PRE,08-DEC-88,7279mult.sim,0.0
4268-IPU,32,1987-10-06,1254,,10,14.6,377.77,PRE,08-DEC-88,7279mult.sim,1.0
4268-IPU,32,1987-10-06,1255,,5,12.3,999.99,PRE,08-DEC-88,7279mult.sim,2.0
4439-IPU,11,1987-10-06,1313,,10,13.2,297.27,PRE,08-DEC-88,7279mult.sim,1.0
4439-IPU,11,1987-10-06,1315,,5,12.4,273.96,PRE,08-DEC-88,7279mult.sim,0.0
4439-IPU,11,1987-10-06,1316,,5,11.5,356.87,PRE,08-DEC-88,7279mult.sim,0.0
4439-IPU,11,1987-10-06,1316,,10,13.3,283.49,PRE,08-DEC-88,7279mult.sim,1.0
4609-IPU,17,1987-10-06,1402,,10,14.0,299.86,PRE,08-DEC-88,7279mult.sim,1.0
4609-IPU,17,1987-10-06,1403,,5,12.7,308.23,PRE,08-DEC-88,7279mult.sim,0.0
4609-IPU,17,1987-10-06,1404,,5,12.3,392.35,PRE,08-DEC-88,7279mult.sim,0.0
4609-IPU,17,1987-10-06,1404,,10,13.3,370.97,PRE,08-DEC-88,7279mult.sim,1.0
8639-IPU,21,1987-10-06,1335,,10,14.5,287.45,PRE,08-DEC-88,7279mult.sim,1.0
8639-IPU,21,1987-10-06,1336,,5,10.7,540.0,PRE,08-DEC-88,7279mult.sim,0.0
8639-IPU,21,1987-10-06,1337,,10,13.3,337.02,PRE,08-DEC-88,7279mult.sim,1.0
8639-IPU,21,1987-10-06,1339,,5,11.9,584.42,PRE,08-DEC-88,7279mult.sim,0.0
2731-IPU,1,1987-10-07,1606,,5,12.1,514.52,PRE,08-DEC-88,7280mult.sim,0.0
2731-IPU,1,1987-10-07,1606,,10,12.8,381.32,PRE,08-DEC-88,7280mult.sim,1.0
2731-IPU,1,1987-10-07,1607,,10,11.4,439.0,PRE,08-DEC-88,7280mult.sim,1.0
2731-IPU,1,1987-10-07,1608,,10,12.3,329.92,PRE,08-DEC-88,7280mult.sim,1.0
2840-IPU,883,1987-10-07,1617,2015.0,3,,682.87,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1638,1965.0,3,,912.43,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1645,1915.0,3,,471.78,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1650,1865.0,3,,572.91,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1702,1765.0,3,,585.72,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1705,1715.0,3,,505.34,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1725,1665.0,3,,810.53,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1732,1615.0,3,,686.48,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1736,1580.0,3,,522.32,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1740,1552.0,3,,398.68,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1745,1517.0,3,,566.21,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1752,1467.0,3,,652.89,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1754,1417.0,3,,748.13,PRE,19-SEP-89,7280mult.sim,
2840-IPU,883,1987-10-07,1757,1367.0,3,,499.44,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1808,1345.0,3,,640.63,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1813,1395.0,3,,702.08,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1815,1445.0,3,,603.48,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1819,1495.0,3,,944.51,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1822,1545.0,3,,532.77,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1825,1595.0,3,,474.71,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1830,1645.0,3,,443.15,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1833,1695.0,3,,616.03,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1921,1730.0,3,,635.47,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1924,1780.0,3,,810.52,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1927,1830.0,3,,1228.65,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1933,1930.0,3,,718.84,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1935,1980.0,3,,506.07,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1938,2030.0,3,,577.38,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1942,2072.0,3,,967.83,PRE,19-SEP-89,7280mult.sim,
2940-IPU,884,1987-10-07,1944,2114.0,3,,697.45,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,1953,2164.0,3,,720.74,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,1957,2114.0,3,,683.3,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,1959,2064.0,3,,593.17,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2001,2014.0,3,,537.06,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2004,1964.0,3,,529.54,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2008,1914.0,3,,558.29,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2012,1864.0,3,,683.0,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2014,1814.0,3,,577.92,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2017,1764.0,3,,555.81,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2021,1714.0,3,,427.7,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2025,1664.0,3,,429.18,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2028,1614.0,3,,340.87,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2031,1564.0,3,,328.0,PRE,19-SEP-89,7280mult.sim,
3140-IPU,886,1987-10-07,2034,1514.0,3,,716.52,PRE,19-SEP-89,7280mult.sim,
4268-IPU,32,1987-10-07,1319,,10,13.6,351.17,PRE,08-DEC-88,7280mult.sim,1.0
4268-IPU,32,1987-10-07,1320,,10,13.8,386.41,PRE,08-DEC-88,7280mult.sim,1.0
4268-IPU,32,1987-10-07,1320,,5,11.4,429.19,PRE,08-DEC-88,7280mult.sim,0.0
4268-IPU,32,1987-10-07,1321,,5,11.4,999.99,PRE,08-DEC-88,7280mult.sim,2.0
4439-IPU,11,1987-10-07,1342,,5,11.7,276.32,PRE,08-DEC-88,7280mult.sim,0.0
4439-IPU,11,1987-10-07,1342,,10,12.6,297.19,PRE,08-DEC-88,7280mult.sim,1.0
4439-IPU,11,1987-10-07,1343,,10,12.9,288.69,PRE,08-DEC-88,7280mult.sim,1.0
4439-IPU,11,1987-10-07,1344,,5,11.0,373.51,PRE,08-DEC-88,7280mult.sim,0.0
4609-IPU,17,1987-10-07,1429,,10,12.9,299.17,PRE,08-DEC-88,7280mult.sim,1.0
4609-IPU,17,1987-10-07,1430,,10,12.1,380.06,PRE,08-DEC-88,7280mult.sim,1.0
4609-IPU,17,1987-10-07,1430,,5,11.8,308.1,PRE,08-DEC-88,7280mult.sim,0.0
4609-IPU,17,1987-10-07,1431,,5,11.3,397.52,PRE,08-DEC-88,7280mult.sim,0.0
8639-IPU,21,1987-10-07,1405,,5,10.5,539.37,PRE,08-DEC-88,7280mult.sim,0.0
8639-IPU,21,1987-10-07,1405,,10,13.9,286.32,PRE,08-DEC-88,7280mult.sim,1.0
8639-IPU,21,1987-10-07,1406,,10,13.0,340.72,PRE,08-DEC-88,7280mult.sim,1.0
8639-IPU,21,1987-10-07,1407,,5,11.5,593.87,PRE,08-DEC-88,7280mult.sim,0.0
2731-IPU,1,1987-10-08,1504,,10,12.7,384.91,PRE,08-DEC-88,7281mult.sim,1.0
2731-IPU,1,1987-10-08,1505,,5,11.7,521.9,PRE,08-DEC-88,7281mult.sim,0.0
2731-IPU,1,1987-10-08,1506,,10,12.4,333.44,PRE,08-DEC-88,7281mult.sim,1.0
2731-IPU,1,1987-10-08,1507,,5,11.6,440.69,PRE,08-DEC-88,7281mult.sim,0.0
2731-IPU,1,1987-10-08,1729,,10,13.5,383.65,PRE,08-DEC-88,7281mult.sim,1.0
2731-IPU,1,1987-10-08,1730,,5,14.2,512.51,PRE,08-DEC-88,7281mult.sim,0.0
2731-IPU,1,1987-10-08,1731,,5,14.3,430.35,PRE,08-DEC-88,7281mult.sim,0.0
2731-IPU,1,1987-10-08,1731,,10,13.6,329.39,PRE,08-DEC-88,7281mult.sim,1.0
4268-IPU,32,1987-10-08,1325,,10,13.3,355.12,PRE,08-DEC-88,7281mult.sim,1.0
4268-IPU,32,1987-10-08,1326,,10,13.3,388.44,PRE,08-DEC-88,7281mult.sim,1.0
4268-IPU,32,1987-10-08,1326,,5,11.7,432.59,PRE,08-DEC-88,7281mult.sim,0.0
4268-IPU,32,1987-10-08,1327,,5,11.5,999.99,PRE,08-DEC-88,7281mult.sim,2.0
4268-IPU,32,1987-10-08,1600,,10,13.0,356.52,PRE,08-DEC-88,7281mult.sim,1.0
4268-IPU,32,1987-10-08,1601,,5,13.4,425.96,PRE,08-DEC-88,7281mult.sim,0.0
4268-IPU,32,1987-10-08,1602,,5,12.7,999.99,PRE,08-DEC-88,7281mult.sim,2.0
4268-IPU,32,1987-10-08,1602,,10,12.9,391.15,PRE,08-DEC-88,7281mult.sim,1.0
4439-IPU,11,1987-10-08,1344,,10,12.3,301.41,PRE,08-DEC-88,7281mult.sim,1.0
4439-IPU,11,1987-10-08,1345,,5,11.7,280.63,PRE,08-DEC-88,7281mult.sim,0.0
4439-IPU,11,1987-10-08,1348,,5,11.0,370.05,PRE,08-DEC-88,7281mult.sim,0.0
4439-IPU,11,1987-10-08,1348,,10,10.6,289.58,PRE,08-DEC-88,7281mult.sim,1.0
4439-IPU,11,1987-10-08,1619,,5,12.2,279.33,PRE,08-DEC-88,7281mult.sim,0.0
4439-IPU,11,1987-10-08,1619,,10,12.1,302.19,PRE,08-DEC-88,7281mult.sim,1.0
4439-IPU,11,1987-10-08,1620,,10,18.9,288.82,PRE,08-DEC-88,7281mult.sim,1.0
4439-IPU,11,1987-10-08,1621,,5,12.1,373.31,PRE,08-DEC-88,7281mult.sim,0.0
4609-IPU,17,1987-10-08,1433,,10,13.3,298.72,PRE,08-DEC-88,7281mult.sim,1.0
4609-IPU,17,1987-10-08,1434,,5,12.7,308.56,PRE,08-DEC-88,7281mult.sim,0.0
4609-IPU,17,1987-10-08,1435,,10,12.8,381.05,PRE,08-DEC-88,7281mult.sim,1.0
4609-IPU,17,1987-10-08,1436,,5,12.0,398.13,PRE,08-DEC-88,7281mult.sim,0.0
4609-IPU,17,1987-10-08,1659,,5,14.9,303.67,PRE,08-DEC-88,7281mult.sim,0.0
4609-IPU,17,1987-10-08,1659,,10,14.2,296.51,PRE,08-DEC-88,7281mult.sim,1.0
4609-IPU,17,1987-10-08,1700,,5,13.9,391.45,PRE,08-DEC-88,7281mult.sim,0.0
4609-IPU,17,1987-10-08,1700,,10,13.6,377.04,PRE,08-DEC-88,7281mult.sim,1.0
8639-IPU,21,1987-10-08,1407,,10,13.2,288.73,PRE,08-DEC-88,7281mult.sim,1.0
8639-IPU,21,1987-10-08,1408,,5,10.8,548.52,PRE,08-DEC-88,7281mult.sim,0.0
8639-IPU,21,1987-10-08,1409,,10,12.7,343.86,PRE,08-DEC-88,7281mult.sim,1.0
8639-IPU,21,1987-10-08,1410,,5,11.8,595.58,PRE,08-DEC-88,7281mult.sim,0.0
8639-IPU,21,1987-10-08,1637,,5,14.4,530.42,PRE,08-DEC-88,7281mult.sim,0.0
8639-IPU,21,1987-10-08,1637,,10,13.6,287.19,PRE,08-DEC-88,7281mult.sim,1.0
8639-IPU,21,1987-10-08,1638,,10,13.3,342.85,PRE,08-DEC-88,7281mult.sim,1.0
8639-IPU,21,1987-10-08,1639,,5,13.7,574.48,PRE,08-DEC-88,7281mult.sim,0.0
2731-IPU,1,1987-10-09,1541,,10,13.8,383.34,PRE,08-DEC-88,7282mult.sim,1.0
2731-IPU,1,1987-10-09,1542,,5,13.3,518.09,PRE,08-DEC-88,7282mult.sim,0.0
2731-IPU,1,1987-10-09,1543,,5,13.1,436.84,PRE,08-DEC-88,7282mult.sim,0.0
2731-IPU,1,1987-10-09,1543,,10,13.4,330.96,PRE,08-DEC-88,7282mult.sim,1.0
2731-IPU,1,1987-10-09,1900,,5,16.3,508.36,PRE,08-DEC-88,7282mult.sim,0.0
2731-IPU,1,1987-10-09,1900,,10,14.8,381.93,PRE,08-DEC-88,7282mult.sim,1.0
2731-IPU,1,1987-10-09,1902,,10,15.3,325.12,PRE,08-DEC-88,7282mult.sim,1.0
2731-IPU,1,1987-10-09,1903,,5,16.6,423.01,PRE,08-DEC-88,7282mult.sim,0.0
4268-IPU,32,1987-10-09,1336,,10,14.6,354.21,PRE,08-DEC-88,7282mult.sim,1.0
4268-IPU,32,1987-10-09,1337,,5,13.5,429.18,PRE,08-DEC-88,7282mult.sim,0.0
4268-IPU,32,1987-10-09,1339,,10,14.9,379.1,PRE,08-DEC-88,7282mult.sim,1.0
4268-IPU,32,1987-10-09,1340,,5,13.6,999.99,PRE,08-DEC-88,7282mult.sim,2.0
4268-IPU,32,1987-10-09,1654,,10,14.8,354.1,PRE,08-DEC-88,7282mult.sim,1.0
4268-IPU,32,1987-10-09,1655,,10,14.8,384.86,PRE,08-DEC-88,7282mult.sim,1.0
4268-IPU,32,1987-10-09,1655,,5,16.2,418.41,PRE,08-DEC-88,7282mult.sim,0.0
4268-IPU,32,1987-10-09,1656,,5,15.3,999.99,PRE,08-DEC-88,7282mult.sim,2.0
4439-IPU,11,1987-10-09,1403,,10,12.7,302.4,PRE,08-DEC-88,7282mult.sim,1.0
4439-IPU,11,1987-10-09,1404,,5,12.4,280.98,PRE,08-DEC-88,7282mult.sim,0.0
4439-IPU,11,1987-10-09,1405,,5,12.2,364.24,PRE,08-DEC-88,7282mult.sim,0.0
4439-IPU,11,1987-10-09,1405,,10,13.0,285.68,PRE,08-DEC-88,7282mult.sim,1.0
4439-IPU,11,1987-10-09,1726,,5,14.1,276.7,PRE,08-DEC-88,7282mult.sim,0.0
4439-IPU,11,1987-10-09,1726,,10,13.3,301.33,PRE,08-DEC-88,7282mult.sim,1.0
4439-IPU,11,1987-10-09,1727,,10,19.3,287.46,PRE,08-DEC-88,7282mult.sim,1.0
4439-IPU,11,1987-10-09,1728,,5,14.5,360.96,PRE,08-DEC-88,7282mult.sim,0.0
4609-IPU,17,1987-10-09,1509,,5,13.4,308.23,PRE,08-DEC-88,7282mult.sim,0.0
4609-IPU,17,1987-10-09,1509,,10,13.9,297.68,PRE,08-DEC-88,7282mult.sim,1.0
4609-IPU,17,1987-10-09,1510,,10,13.6,379.0,PRE,08-DEC-88,7282mult.sim,1.0
4609-IPU,17,1987-10-09,1511,,5,13.3,396.73,PRE,08-DEC-88,7282mult.sim,0.0
4609-IPU,17,1987-10-09,1815,,10,15.6,293.94,PRE,08-DEC-88,7282mult.sim,1.0
4609-IPU,17,1987-10-09,1816,,5,16.8,300.35,PRE,08-DEC-88,7282mult.sim,0.0
4609-IPU,17,1987-10-09,1817,,5,16.1,385.6,PRE,08-DEC-88,7282mult.sim,0.0
4609-IPU,17,1987-10-09,1817,,10,15.3,362.05,PRE,08-DEC-88,7282mult.sim,1.0
8639-IPU,21,1987-10-09,1432,,10,14.4,287.2,PRE,08-DEC-88,7282mult.sim,1.0
8639-IPU,21,1987-10-09,1433,,5,13.1,542.24,PRE,08-DEC-88,7282mult.sim,0.0
8639-IPU,21,1987-10-09,1434,,10,14.1,340.07,PRE,08-DEC-88,7282mult.sim,1.0
8639-IPU,21,1987-10-09,1435,,5,13.3,590.72,PRE,08-DEC-88,7282mult.sim,0.0
8639-IPU,21,1987-10-09,1747,,5,17.3,521.75,PRE,08-DEC-88,7282mult.sim,0.0
8639-IPU,21,1987-10-09,1747,,10,15.5,284.34,PRE,08-DEC-88,7282mult.sim,1.0
8639-IPU,21,1987-10-09,1748,,10,15.6,333.63,PRE,08-DEC-88,7282mult.sim,1.0
8639-IPU,21,1987-10-09,1749,,5,17.0,557.24,PRE,08-DEC-88,7282mult.sim,0.0
2731-IPU,1,1987-10-10,1547,,10,12.5,389.42,PRE,08-DEC-88,7283mult.sim,1.0
2731-IPU,1,1987-10-10,1548,,5,11.0,534.45,PRE,08-DEC-88,7283mult.sim,0.0
2731-IPU,1,1987-10-10,1549,,5,10.6,442.94,PRE,08-DEC-88,7283mult.sim,0.0
2731-IPU,1,1987-10-10,1549,,10,11.6,335.33,PRE,08-DEC-88,7283mult.sim,1.0
2731-IPU,1,1987-10-10,2124,,5,12.7,527.83,PRE,08-DEC-88,7283mult.sim,0.0
2731-IPU,1,1987-10-10,2124,,10,13.1,387.67,PRE,08-DEC-88,7283mult.sim,1.0
2731-IPU,1,1987-10-10,2125,,5,12.8,438.31,PRE,08-DEC-88,7283mult.sim,0.0
2731-IPU,1,1987-10-10,2125,,10,12.9,333.97,PRE,08-DEC-88,7283mult.sim,1.0
4268-IPU,32,1987-10-10,1400,,10,13.3,359.89,PRE,08-DEC-88,7283mult.sim,1.0
4268-IPU,32,1987-10-10,1401,,5,12.0,440.82,PRE,08-DEC-88,7283mult.sim,0.0
4268-IPU,32,1987-10-10,1402,,5,11.8,999.99,PRE,08-DEC-88,7283mult.sim,2.0
4268-IPU,32,1987-10-10,1402,,10,13.7,392.21,PRE,08-DEC-88,7283mult.sim,1.0
4268-IPU,32,1987-10-10,1943,,5,14.8,428.45,PRE,08-DEC-88,7283mult.sim,0.0
4268-IPU,32,1987-10-10,1943,,10,14.0,357.06,PRE,08-DEC-88,7283mult.sim,1.0
4268-IPU,32,1987-10-10,1944,,10,14.2,389.61,PRE,08-DEC-88,7283mult.sim,1.0
4268-IPU,32,1987-10-10,1945,,5,14.2,999.99,PRE,08-DEC-88,7283mult.sim,2.0
4439-IPU,11,1987-10-10,1421,,10,12.0,307.03,PRE,08-DEC-88,7283mult.sim,1.0
4439-IPU,11,1987-10-10,1422,,5,11.1,287.44,PRE,08-DEC-88,7283mult.sim,0.0
4439-IPU,11,1987-10-10,1423,,10,5.5,292.47,PRE,08-DEC-88,7283mult.sim,1.0
4439-IPU,11,1987-10-10,1424,,5,10.6,369.2,PRE,08-DEC-88,7283mult.sim,0.0
4439-IPU,11,1987-10-10,2003,,10,12.8,304.03,PRE,08-DEC-88,7283mult.sim,1.0
4439-IPU,11,1987-10-10,2004,,5,13.0,281.83,PRE,08-DEC-88,7283mult.sim,0.0
4439-IPU,11,1987-10-10,2005,,10,10.8,288.91,PRE,08-DEC-88,7283mult.sim,1.0
4439-IPU,11,1987-10-10,2006,,5,12.9,372.47,PRE,08-DEC-88,7283mult.sim,0.0
4609-IPU,17,1987-10-10,1507,,10,12.9,299.56,PRE,08-DEC-88,7283mult.sim,1.0
4609-IPU,17,1987-10-10,1508,,5,11.9,312.02,PRE,08-DEC-88,7283mult.sim,0.0
4609-IPU,17,1987-10-10,1509,,5,12.1,402.82,PRE,08-DEC-88,7283mult.sim,0.0
4609-IPU,17,1987-10-10,1509,,10,12.8,374.92,PRE,08-DEC-88,7283mult.sim,1.0
4609-IPU,17,1987-10-10,2050,,5,14.3,307.47,PRE,08-DEC-88,7283mult.sim,0.0
4609-IPU,17,1987-10-10,2050,,10,14.0,297.87,PRE,08-DEC-88,7283mult.sim,1.0
4609-IPU,17,1987-10-10,2051,,10,14.3,371.73,PRE,08-DEC-88,7283mult.sim,1.0
4609-IPU,17,1987-10-10,2052,,5,14.3,394.91,PRE,08-DEC-88,7283mult.sim,0.0
8639-IPU,21,1987-10-10,1441,,5,12.1,555.53,PRE,08-DEC-88,7283mult.sim,0.0
8639-IPU,21,1987-10-10,1441,,10,14.0,290.41,PRE,08-DEC-88,7283mult.sim,1.0
8639-IPU,21,1987-10-10,1442,,10,14.0,343.35,PRE,08-DEC-88,7283mult.sim,1.0
8639-IPU,21,1987-10-10,1443,,5,12.9,604.24,PRE,08-DEC-88,7283mult.sim,0.0
8639-IPU,21,1987-10-10,2024,,5,16.7,527.87,PRE,08-DEC-88,7283mult.sim,0.0
8639-IPU,21,1987-10-10,2024,,10,15.3,286.03,PRE,08-DEC-88,7283mult.sim,1.0
8639-IPU,21,1987-10-10,2025,,10,15.6,336.38,PRE,08-DEC-88,7283mult.sim,1.0
8639-IPU,21,1987-10-10,2027,,5,16.7,567.9,PRE,08-DEC-88,7283mult.sim,0.0
2731-IPU,1,1987-10-11,1450,,10,11.0,392.44,PRE,08-DEC-88,7284mult.sim,1.0
2731-IPU,1,1987-10-11,1451,,5,9.6,542.02,PRE,08-DEC-88,7284mult.sim,0.0
2731-IPU,1,1987-10-11,1452,,5,9.2,455.31,PRE,08-DEC-88,7284mult.sim,0.0
2731-IPU,1,1987-10-11,1452,,10,9.5,341.51,PRE,08-DEC-88,7284mult.sim,1.0
2731-IPU,1,1987-10-11,2046,,10,13.6,386.4,PRE,08-DEC-88,7284mult.sim,1.0
2731-IPU,1,1987-10-11,2047,,5,16.0,518.25,PRE,08-DEC-88,7284mult.sim,0.0
2731-IPU,1,1987-10-11,2048,,5,15.8,429.62,PRE,08-DEC-88,7284mult.sim,0.0
2731-IPU,1,1987-10-11,2048,,10,14.5,329.56,PRE,08-DEC-88,7284mult.sim,1.0
4268-IPU,32,1987-10-11,1316,,10,11.0,363.65,PRE,08-DEC-88,7284mult.sim,1.0
4268-IPU,32,1987-10-11,1317,,5,9.5,447.51,PRE,08-DEC-88,7284mult.sim,0.0
4268-IPU,32,1987-10-11,1318,,5,9.4,999.99,PRE,08-DEC-88,7284mult.sim,2.0
4268-IPU,32,1987-10-11,1318,,10,11.3,388.86,PRE,08-DEC-88,7284mult.sim,1.0
4268-IPU,32,1987-10-11,1815,,10,12.8,360.21,PRE,08-DEC-88,7284mult.sim,1.0
4268-IPU,32,1987-10-11,1816,,5,15.6,421.49,PRE,08-DEC-88,7284mult.sim,0.0
4268-IPU,32,1987-10-11,1817,,10,12.7,388.7,PRE,08-DEC-88,7284mult.sim,1.0
4268-IPU,32,1987-10-11,1818,,5,13.1,999.99,PRE,08-DEC-88,7284mult.sim,2.0
4439-IPU,11,1987-10-11,1336,,5,9.8,291.14,PRE,08-DEC-88,7284mult.sim,0.0
4439-IPU,11,1987-10-11,1336,,10,10.6,309.85,PRE,08-DEC-88,7284mult.sim,1.0
4439-IPU,11,1987-10-11,1337,,10,11.1,291.77,PRE,08-DEC-88,7284mult.sim,1.0
4439-IPU,11,1987-10-11,1338,,5,9.3,371.34,PRE,08-DEC-88,7284mult.sim,0.0
4439-IPU,11,1987-10-11,1837,,10,11.9,306.58,PRE,08-DEC-88,7284mult.sim,1.0
4439-IPU,11,1987-10-11,1838,,5,12.9,282.92,PRE,08-DEC-88,7284mult.sim,0.0
4439-IPU,11,1987-10-11,1839,,5,12.7,393.29,PRE,08-DEC-88,7284mult.sim,0.0
4439-IPU,11,1987-10-11,1839,,10,21.6,290.01,PRE,08-DEC-88,7284mult.sim,1.0
4609-IPU,17,1987-10-11,1419,,10,11.0,304.52,PRE,08-DEC-88,7284mult.sim,1.0
4609-IPU,17,1987-10-11,1420,,10,10.9,382.26,PRE,08-DEC-88,7284mult.sim,1.0
4609-IPU,17,1987-10-11,1420,,5,10.0,317.78,PRE,08-DEC-88,7284mult.sim,0.0
4609-IPU,17,1987-10-11,1421,,5,10.2,408.73,PRE,08-DEC-88,7284mult.sim,0.0
4609-IPU,17,1987-10-11,1940,,10,15.1,294.52,PRE,08-DEC-88,7284mult.sim,1.0
4609-IPU,17,1987-10-11,1941,,5,17.3,300.99,PRE,08-DEC-88,7284mult.sim,0.0
4609-IPU,17,1987-10-11,1942,,5,14.9,387.74,PRE,08-DEC-88,7284mult.sim,0.0
4609-IPU,17,1987-10-11,1942,,10,14.2,371.57,PRE,08-DEC-88,7284mult.sim,1.0
8639-IPU,21,1987-10-11,1354,,10,12.3,291.96,PRE,08-DEC-88,7284mult.sim,1.0
8639-IPU,21,1987-10-11,1355,,5,9.8,564.39,PRE,08-DEC-88,7284mult.sim,0.0
8639-IPU,21,1987-10-11,1356,,10,11.8,349.15,PRE,08-DEC-88,7284mult.sim,1.0
8639-IPU,21,1987-10-11,1357,,5,10.6,606.53,PRE,08-DEC-88,7284mult.sim,0.0
8639-IPU,21,1987-10-11,1857,,10,14.8,284.55,PRE,08-DEC-88,7284mult.sim,1.0
8639-IPU,21,1987-10-11,1858,,5,19.2,514.94,PRE,08-DEC-88,7284mult.sim,0.0
8639-IPU,21,1987-10-11,1859,,10,14.7,335.65,PRE,08-DEC-88,7284mult.sim,1.0
8639-IPU,21,1987-10-11,1901,,5,17.8,531.65,PRE,08-DEC-88,7284mult.sim,0.0
2731-IPU,1,1987-10-12,1631,,10,11.0,391.23,PRE,08-DEC-88,7285mult.sim,1.0
2731-IPU,1,1987-10-12,1632,,5,11.2,536.09,PRE,08-DEC-88,7285mult.sim,0.0
